utterances,gender_sensitivity,target_gender,keywords,preceding_context,following_context,term,session,plenary_session,committee_name,annotator
"그것은 어저께 제가 제 비서한테서 연락을 받고 그것을 확인했습니다마는, 사실은 최근에 7월 초에 저의 집사람이 대수술을 받았습니다. 그래서 제가 거처를……",L,여성,집사람,,,19,311,,정무위원회,A
그래서 그것은 제가 축조심의 때 얘기를 하려고 하는데 모ㆍ부성으로 바꿔야 돼요.,H,모두,"모성, 부성",,,19,324,1,여성가족위원회-법안심사소위원회,A
교사 1명이 영아인 경우 1 대 3으로 보는 걸로 알고 있는데 가정에서도 1명의 아이를 돌보는 것조차 힘들어서 어린이집에 보내는 엄마들이 많습니다.,L,여성,"엄마, 아이",,,19,331,1,보건복지위원회,A
"제가 원고에도 제출한 것처럼 아이 보육은 누가 해야 될 것인가? 당연히 엄마가, 부모가 아이를 봐야 한다고 생각을 합니다.",L,여성,"보육, 엄마",,,19,331,1,보건복지위원회,A
그런데 그렇게 보면 양육수당을 10만 원만 올려서 엄마가 봐라 이러는 것은 조금 무리가 있다고 보고요.,L,여성,엄마,,,19,331,1,보건복지위원회,A
"우리가 다문화사회를 이대로 방치했다가는 우리나라의 문화가 자라나는 아이들에게, 외국인들로부터 나온 아이들이 모성, 어머니의 영향을 받기 때문에 대한민국 고유의 전통문화도 사라질 뿐만 아니라……",L,여성,"다문화 사회, 모성, 어머니",,,20,354,,행정안전위원회,A
"그런데 성평등이라는 것은 동성애든 동성혼이든 이걸 지지한다는 것은 물론 아니고요 성적인 소수자, 성소수자가 차별대우를 받아서는 안 된다 이런 취지에 불과한 것이고요.",H,성소수자,"동성애, 성소수자, 차별대우",,,20,364,,법제사법위원회,A
그리고 저출생․고령화로 인해 이런 문제들이 좀 심각합니다.,H,모두,저출생,제 지역구인 상주는 지금부터 곶감 철이 되어서 곶감을 깎아야 되는데 인력을 구할 수가 없습니다. 그리고 저출생․고령화로 인해 이런 문제들이 좀 심각합니다.,"그래서 우리가 농촌을 살린다고 말로만 하지 말고, 입으로만 하지 말고 법무부, 농림부 하고 있지만 고용노동부도 농촌의 일손 관련되어서 좀 적극적인 정책을 펼쳐 주시기를 바랍니다.",21,382,,환경노동위원회,A
"그런데 아이를 돌봐야 되는 것 아니겠습니까, 부인께서?",L,여성,"아이, 부인",,,21,383,5,법제사법위원회,A
저 상가를 처남과 제 집사람에게 2분의 1씩 각 증여를 했습니다.,L,여성,집사람,,,21,383,5,법제사법위원회,A
거기에 집사람이 동의를 해 줘서 증여를 했는데요.,L,여성,집사람,,,21,383,5,법제사법위원회,A
"제 집사람 얘기로는 시간은 알 수 없고요, 밤이고요……",L,여성,집사람,,,21,383,5,법제사법위원회,A
더군다나 우리나라가 세계 초저출생 국가지요.,H,모두,저출생,새로운 시대를 살아가야 될 아이들에게는 새로운 교육이 필요하지요. 그래서 교육 대전환이 필요하잖아요.,"아이들 한 명 한 명이 가지는 중요성이 더 커졌지요. 그러면 정부의 입장에서 보면, 국가의 미래를 책임지고 이끌어 가는 정부 입장에서 보면 교육의 중요성에 부합하는 방식의 예산편성과 예산집행이 되어야 되지 않겠습니까?",21,397,1,예산결산특별위원회,A
"예, 거의 없고 사실은 경제에 대해서는 제가 집사람을 도와준 게 없고 거의 마이너스의 손입니다.",L,여성,집사람,,,21,403,1,법제사법위원회,A
그리고 전부 다 손절하고 팔았는데 그 부분은 저희 집사람의 오래된 주식이고요.,L,여성,집사람,,,21,403,1,법제사법위원회,A
가처분도 인용되었고 집사람도 헌법상 재산권을 가진 전문인입니다.,L,여성,집사람,,,21,403,1,법제사법위원회,A
"아니요, 이것은 여성만이 관계되는 건 아닙니다.",H,여성,여성만,"권인숙 의원: 아니요, 제가 말씀드리는 거예요. 강간이라든가 이런 것은 사실은 누가 증인이 있는 것이 아닌 경우가 대부분이고 어차피 피해자가 거짓말을 하는지, 피해자라고 주장하는 사람이 거짓말을 하는지를 놓고 전후 상황을 보고 정황을 보고 여러 가지를 보면서 거기에서 판단해 나가는 것이 굉장히 중요한 부분입니다. 핵심적인 부분입니다. 사실 폭행․협박이라는 것…… 법무부장관 한동훈: 위원님, 위원님께서 여성계의 전문가시지만……","법무부장관 한동훈: 아니, 들어 보십시오. 저는 법적으로 이것 기소하는 걸 20년 넘게 한 사람이고요. 그게 현실에서…… 권인숙 의원: 아니, 성폭행 수사해 보셨어요, 성폭행 수사해 보셨냐고요?",21,403,1,법제사법위원회,A
"직무 관련성이 일단 없다고 저희가 생각했고요, 그리고 아까 말씀드린 바와 같이 저희 집사람이 평생 열심히 일해서 공로주 비슷하게 취득한 겁니다.",L,여성,집사람,,,21,403,1,법제사법위원회,A
"자식교육도 못시키고 시집장가 보내는 데까지도 아비가 실직자라고 해서 천대받는, 이러한 군 장기복무를 누가 하려고 하겠습니까? 제대 후의 취업을 법적으로 보장하는 문제에 대해서도 고려해 주시기 바랍니다.",L,남성,"아비, 실직자",,,16,225,,정무위원회,A
이제 수석 시어머니는 없다.,L,여성,시어머니,,,16,238,1,정무위원회,A
총리가 시어머니가 될 것이다.,L,여성,시어머니,,,16,238,1,정무위원회,A
"법을 개정해서라도 소수의 의견을 보장해 주겠다고 하는 인권위의 의견을 청보위가 따라가려는 것 같은데 저는 그것보다 모든 청소년이 동성애와 관련된 정보를 무작위로 접함으로써 오는 인권 침해가 대단히 심각하기 때문에 오히려 우선은 후자에 주안점을 두고 싶은 것이고, 청소년 보호를 위해서 기준과 가치를 어디에 두고 판단할 것인가를 깊이 고민해 주십사 하는 말씀을 드리겠습니다.",L,성소수자,"동성애, 인권 침해, 보호",,,16,238,1,정무위원회,A
"그래서 아까 조재환 위원님께서 질의하신 내용에 대한 답변을 들어 보니까 동성애라 하더라도 가학성이라든지 피학성, 음란 이런 사항에 대해서는 다른 이성애와 똑같은 기준에 의해서 심의기준을 적용하겠다 이렇게 답변하셨는데 그러면 동성애에 무슨 건전한 동성애가 있습니까?",L,성소수자,"건전, 동성애",,,16,238,1,정무위원회,A
사실 청소년들의 성 정체성을 확립해 주는 것은 청소년 보호업무 중에 가장 중점을 둬야 될 업무라고 보는데 성 정체성에 대해서 확고한 어떤 가치관이 성숙되기 전 단계에서 청소년들이 동성애 사이트에 들어가서 또는 무분별하게 쏟아져 내려오는 스팸메일 같은 것을 보고 거기에 노출되어 버리면 청소년들이 앞으로 성에 대한 정체성을 어떻게 확립할 것이냐는 말이에요.,L,성소수자,"성 정체성, 동성애 사이트, 스팸",,,16,238,1,정무위원회,A
아직도 여성에 대한 사회적 차별과 불평등이 사라지지 않고 있는 우리 현실 속에서 전문성과 창의력을 갖출 수 있는 우수한 여성인력을 개발할 필요가 있다고 저는 주장하고 싶습니다.,H,여성,"사회적 차별, 여성인력, 개발",,,16,243,15,예산결산특별위원회,A
저희 청은 8월 청 내 부 배치 시 여검사인 서인선 검사를 공안부에 배치하였습니다. 그럼으로써 공안부 이미지를 부드럽게 변화시키는 한편 청 운영의 효율성을 도모하고 여검사들의 사기를 진작시키는 효과가 있을 것으로 기대하고 있습니다.,L,여성,"여검사, 부드럽게",,,16,243,,법제사법위원회,A
지난번에 검사와 대통령과의 대화 관련해서 어떤 여선생이 검사에게 욕설에 가까운 항의 이메일을 보낸 적이 있습니다. 그때 검사가 수사관 2명을 학교에 보내 교사가 사용한 컴퓨터를 검찰로 옮겨왔고 여교사를 소환했다는 이야기가 있습니다.,L,여성,"여선생, 여교사",,,16,243,,법제사법위원회,A
검사는 다 괜찮고 여선생은 검사한테 항의했다고 해서 수업 중이던 여선생을 연행시키고 그래서 되겠습니까?,L,여성,여선생,,,16,243,,법제사법위원회,A
그래서 저도 초선 의원이라서 제 얼굴이 KBS에 나오려나 해서 그날 저녁에 저희 집사람 보고 보라고 했더니 전혀 나오지 않았다는 것입니다.,L,여성,집사람,,,17,250,,문화관광위원회,A
"저는 오늘 친정에 왔는데, 친정이 잘 되어야 시집간 딸이 행복한 것입니다.",L,여성,"친정, 시집, 딸, 행복",,,17,250,,문화관광위원회,A
‘여걸 파이브’도 그래요. 남자들한테 찝쩍거리는 것이…… 거기에서 시청자들한테 무엇을 보라는 것입니까?,L,여성,"남자, 찝쩍",,,17,250,,문화관광위원회,A
방송은 섬세하고 감성적이고 그리고 또 여성의 논리적인 사고가 굉장히 도움이 되는 분야라고 생각합니다.,L,여성,"섬세, 감성적, 여성",,,17,250,,문화관광위원회,A
"그렇다면 그런 우려의 말씀만 하시지 말고 장기적으로 어느 정도 균형을 맞출 수 있는 대책을 세우시는 것이 필요하다고 생각하는데 특히, 여성 특유의 섬세함이라든지 부드러움이 필요한 분야가 있을 텐데 그 분야에 여성인력을 쓸 수 있는 장기적인 계획이 필요할 것이라는 말씀을 드립니다.",L,여성,"여성, 섬세함, 부드러움",,,17,250,,문화관광위원회,A
그러나 고학력의 자기 직업을 가진 여성들이야말로 아기를 낳아야 하는데 이러한 여성을 위한 보육정책 수립은 아직 미진합니다.,L,여성,"고학력, 여성",,,17,253,1,보건복지위원회,A
태어나는 아이보다 어머니로부터 살해되는 아이가 더 많습니다.,L,여성,살해,,,17,253,1,보건복지위원회,A
왜냐하면 피부양자로 되어 있는 사람이 주부가 있을 수도 있고 남자가 될 수도 있지만 주로 주부들이 상대적으로 많다고 보면 되겠습니다.,L,여성,"주부, 남자",,,17,259,3,보건복지위원회,A
"진전이 있다고 보여지지만 아직도 여경 관련한 부분은 미진한 부분이 많습니다. 지구대를 신축하거나 개선할 때 여경 복지, 근무여건이라든가 여경 확대 부분들은 계속 더 관심을 갖고 진전시켜 주기 바라고요",H,여성,"겨여, 미진, 개선, 근무여건",,,17,262,,행정자치위원회,A
"이 과제는 지금 그분들이 일을 의욕적으로 하다 보니까 노동시장 내 남녀 간 종사상 지위, 다시 말하면 기업에서 특히 남성들은 고위직에 많은데 여성들은 고위직에 얼마 없는지, 또 왜 남녀 간에 임금격차가 벌어지는지, 이것은 여성들을 위한 적극적인 노동시장의 개입을 위해서 필요한 그런 연구입니다.",H,여성,"여성들을 위한, 필요한",,,17,261,1,보건복지위원회-예산결산심사소위원회,A
"성병 정기검진 대상자가 다방의 여성종업원, 유흥접객원, 안마시술소의 여자종업원, 특수업태부로 되어 있는데 에이즈는 여성만 걸리는 것입니까?",H,여성,여성만,,,17,261,1,보건복지위원회-예산결산심사소위원회,A
그런데 남녀 모두 에이즈에 걸릴 수 있는 것 아니에요?,H,모두,남녀 모두,,,17,261,1,보건복지위원회-예산결산심사소위원회,A
이계경 의원님께서 발의하신 대로 여성의 사회진출 증가에 맞추어 중점관리대상 인력자원의 범위를 ‘대한민국 국민인 남자’에서 여성을 포함하는 ‘대한민국 국민인 자’로 확대함으로써 남녀 차별적 요소를 제거하도록 하였습니다.,H,모두,"대한민국 국민인 자, 남녀 차별적 요소, 제거",,,17,265,1,정무위원회,A
그런데 이제 여성가족부에서 할 수 있는 일을 말하자면 가장 중요한 것이 아이를 기르는 데 있어서 불편이 없는 거는 고사하고 당당하게 모유 수유라든가 이럴 수 있는 장을 만들어 주는 것도 우리가 전국적으로 벌이고 있는 깨끗한 화장실 운동 못지않게 굉장히 중요한 일이다 이렇게 생각을 합니다.,H,여성,"당당하게, 모유 수유, 장",,,17,269,,여성가족위원회,A
그러나 중간계층이나 상위직에서는 스텝 바이 스텝으로 하나하나 올라가서 아직도 여성들이 거의 없습니다. 최상층부는 있지만…… 우리 현실이 지금 그렇습니다.,H,여성,"거의 없습니다, 현실이 지금 그렇습니다",,,17,269,,여성가족위원회,A
