utterances,utterances_en,gender_sensitivity,target_gender,keywords,preceding_context,following_context,term,session,plenary_session,committee_name,annotator
이는 공공기관 내에 성희롱에 대한 고충상담처리 절차가 불비하거나 이로 인하여 여성들의 공무원기관 내에 아직도 성차별적인 분위기가 잔존하고 있다고 볼 수 있는데 공직사회에서도 남녀간의 건강하고 상호 존중되는 문화가 정착될 수 있도록 방안을 신속히 강구해야 된다고 생각하는데 시장님의 견해는 어떠신지 말씀해 주시기 바랍니다.,"This suggests that the procedure for handling complaints about sexual harassment in public institutions is inadequate, or as a result, a gender-discriminatory atmosphere still remains within public service organizations. I believe that measures should be swiftly sought to establish a healthy and mutually respectful culture between men and women even in the public sector. Please share your opinion on this, Mayor.",H,Women,Sexual harassment and a sexist atmosphere,"This indicates that sexual harassment is covertly prevalent among female public officials, leading me to conclude that the problem has reached a serious level. Mayor, what are your countermeasures? It also suggests that the mandatory obligations under Article 7 of the Act—which requires rigorous prevention training—have not been faithfully implemented; what measures will Seoul take to ensure the law’s effectiveness going forward?",,16,215,,Government Administration and Home Affairs Committee,E
이 친구가 재일교포 아가씨랑 결혼을 했습니다. 그런데 재일교포 아가씨랑 결혼했기 때문에 영주권을 신청해서 스물아홉 살을 넘기면 군 면제를 받을 수가 있었습니다.,"This friend married a young woman who is a Zainichi Korean. Because he married a Zainichi Korean woman, he was able to apply for permanent residency and thus receive military exemption if he turned twenty-nine.",L,Women,young lady,,,18,284,,"Committee on Education, Science and Technology",B
비정규직 여성근로자의 모성 보호에 대한 산전산후휴가 기간 내 해고 금지 또 불리한 처분을 금지하고 있는데도 불구하고 일부에서는 당사자들이 고용자의 눈치를 보느라고 휴가로 예정된 날을 다 사용을 하지 못하고 있습니다.,"Despite the prohibition of dismissal and disadvantageous treatment during the pre- and post-natal leave period to protect the maternity of non-regular female workers, some individuals are unable to use all of their scheduled leave because they are concerned about their employers' reactions.",H,Women,Maternity leave,,"If legal measures are in place for this, have you ever investigated any companies in violation?",18,303,5,Gender Equality and Family Committee,G
"근본적인 문제는 여성이라는 존재는 남성의 성욕을 위해서 존재하고 남성의 성적 욕구는 존중받아야 되며 그 욕구는 여성을 통해서 해결될 수 있다라는 것을 암묵적으로 여성들이 느끼게 만들고 있다는 부분이 문제인 것이고, 그간 이 성숙하지 않은 그릇된 성인식으로 인해서 우리나라에 굉장히 많은 여성에 대한 성범죄가 일어나고 있는 것입니다.","The fundamental problem is the part where women are implicitly made to feel that their existence is for men's sexual desire, that men's sexual needs must be respected, and that those needs can be resolved through women. And due to this immature and misguided sexual perception over the years, a great number of sex crimes against women are occurring in South Korea.",H,Women,A Misguided Coming-of-Age Ceremony,,,20,370,2,Gender Equality and Family Committee,F
이분들에 대해서도 여러 가지 연구를 하셔서 미혼여성 이상으로 우리는 기혼의 여성노동력을 현장속으로 모셔오고 그분들이 열심히 일할 수 있는 사회적 분위기를 만들어 나가는 것이 국가의 책무라고 생각합니다.,"I believe it is the nation's responsibility to conduct various studies on these individuals, to bring the labor force of married women into the workplace even more so than that of unmarried women, and to create a social atmosphere where they can work diligently.",H,Women,Never-married women,"I understand you’re providing rental apartments to single women and offering various kinds of support; I see this as a good initiative. However, I believe those in the most difficult circumstances are single mothers raising children on their own. Their numbers will continue to grow. The number of divorced women is rising, and there are also women who are unmarried and living alone for various reasons.",,15,180,5,Special Committee on Budget and Accounts,B
본 위원이 '동성애로 인한 청소년의 에이즈 감염이 급증하고 있다' 이렇게 말씀드린 것 기억나시지요?,"You remember that I, as a member of this committee, said that 'HIV infection among adolescents due to homosexuality is rapidly increasing,' don't you?",L,Women,"Homosexuality, HIV infection",,,20,364,,Gender Equality and Family Committee,F
"지금도 기억하는 것이 그때 상대방 측에서, 법무사나 중개인 모두 다운계약서 작성을 요구해서 곤란하다라는 집사람의 전화를 받고 제가 다운계약서는 안 된다고 분명히 얘기를 했었습니다.","What I still remember is that after receiving a call from my wife saying she was in a difficult situation because both the legal scrivener and the broker on the other side requested a down contract, I clearly told them that a down contract was unacceptable.",L,Men,Housewife,,,19,311,4,"Special Committee on Confirmation Hearings for the Election of Constitutional Court Justices Kang Il-won, Kim Yi-soo, and Ahn Chang-ho",F
"정부에서는 그렇게 경력 단절 문제도 해결하겠다, 저출산 문제가 심각하니까 고용 문제 해결하겠다, 정부가 입만 열면 하는 소리가 그건데 실제로는 이렇게 하나도 안 해 준다는 얘기잖아요?","The government says it will solve the problem of career breaks and the employment issue because the low birth rate problem is serious. The government constantly talks about these things, but this means they actually don't do any of it, doesn't it?",H,Women,"Career interruptions, low birth rate",,,19,329,2,National Policy Committee,G
"저는 어떤 경위로 전학을 가게 됐는지를 모르지만 담임선생님께서 저희 집사람을 불러서 이러이러한 사실이 있어서 지금 전학을 가야겠다고 얘기한 걸 수용한 것이고,","I do not know the exact circumstances under which the transfer occurred, but I simply accepted the homeroom teacher's statement, made after calling my wife, that the transfer should take place due to such and such facts.",L,Women,Housewife,,,21,409,1,"Committee on Science, ICT, Broadcasting and Communications",P
"이 사업은 육아ㆍ가사, 체력 등의 이유로 전일제 근무가 어려운 여성ㆍ고령자 등에게 적합한 일ㆍ가정 양립형 시간제근로 일자리를 확산하기 위해서 하는 사업이 맞지요?","This project is indeed intended to expand work-life balance-type part-time jobs suitable for women, the elderly, and others who find full-time work difficult due to childcare, housework, or physical reasons, correct?",H,Women,Labor,,,19,329,,Environment and Labor Committee,E
"지금 전체적으로 보면 여성의, 여학생의 유입이라든지 이런 양성에 대한 부분은 어느 정도 자리를 잡아 가고 있는데요, 배출된 인력들이 활용되는 부분에서는 아직도 많이 부족합니다. 그래서 활용을 좀 더 활성화 하는 부분들이……","Overall, the aspect of fostering talent, such as the inflow of women and female students, is establishing itself to some extent. However, there is still a significant lack in the utilization of the personnel that are produced. Therefore, the part about further revitalizing their utilization...",H,Women,Women,,,20,,,23-Oct-18,R
하지만 현재 원스톱센터가 1개소에 지나지 않아서 매일 전국에서 발생하는 100여 건 이상의 성폭력 그리고 가정폭력ㆍ학교폭력ㆍ성매매 피해자들이 이상과 같은 서비스를 제공받기에는 역부족인 상황이라고 합니다. 따라서 원스톱센터를 전국적으로 확대해서 피해자들이 이상과 같은 각종 서비스를 원활하게 받을 수 있도록 해 나가는 것이 중요하다 이렇게 저는 판단했습니다. 또한 피해자들의 상당수가 사회적 약자계층들이고 의료 서비스가 필수적으로 따라야 하는 부분이기 때문에 원스톱센터의 확대를 위해서 보건복지부가 담당해야 할 부분이 매우 크다 이렇게 본 위원은 판단해서 물어보고자 하는 것입니다. 현재 여성가족부에서는 전국의 19개 병원을 지정해서 여성폭력 긴급의료지원센터를 운영하고 있다고 합니다. 그런데 이 중의 상당수가 지방공사 의료원이나 국립대 병원들입니다. 그래서 이미 유사한 의료기관을 하고 있는 병원들을 우선적으로 원스톱서비스센터로 확대 전환할 수 있도록 보건복지부가 경찰청과 그리고 여성가족부 등과 함께 노력할 필요가 있다고 보는데 장관께서 본 위원의 설명에 대해서 이해가 가신다면 견해를 말씀해 주시면 좋겠습니다.,"However, it is said that the current single One-Stop Center is insufficient for the more than 100 daily victims of sexual violence, domestic violence, school violence, and sex trafficking that occur nationwide to receive the aforementioned services. Therefore, I have determined that it is important to expand One-Stop Centers nationwide so that victims can smoothly receive various services such as those mentioned above. Furthermore, as a considerable number of victims are socially vulnerable and medical services are an essential component, I believe that the Ministry of Health and Welfare has a very large role to play in the expansion of One-Stop Centers, and this is why I am asking the question. Currently, the Ministry of Gender Equality and Family is reportedly operating 19 designated emergency medical support centers for female violence across the country. However, a significant number of these are local public medical centers or national university hospitals. Therefore, I believe there is a need for the Ministry of Health and Welfare to collaborate with the National Police Agency and the Ministry of Gender Equality and Family, among others, to prioritize the expansion and conversion of hospitals already operating similar medical facilities into One-Stop Service Centers. Minister, if you understand my explanation, I would appreciate it if you could share your opinion.",H,Women,Sexual violence,,,17,256,,National Assembly Audit: Health and Welfare Committee,K
